IMSI,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11,model_12
5d9b1ffa04fabe1c84abec5a7d878d33,MI-ONE,MI-ONE,MI-ONE,MI-ONE,MI-ONE,MI-ONE,MI-ONE,MI-ONE,MI-ONE,MI-ONE,MI-ONE,MI-ONE
eb45926bc8fb8c319e7830b7177e6880,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,iPhone 4S,iPhone 4S,iPhone 4S,iPhone 4S,A1431,2013029,2013029,2013029
6038772983fe96c9a92790fed266662e,MI 2,MI 2,PE-CL00,PE-CL00,PE-CL00,PE-CL00,PE-CL00,PE-CL00,PE-CL00,PE-CL00,PE-CL00,PE-CL00
d68edae0b3ed2d18cfe38bace54d63a3,Redmi 3,E63,Redmi 3,Redmi 3,Redmi 3,Redmi 3,Redmi 3,Redmi 3,2014022,Lenovo MA168,Lenovo MA168,Lenovo MA168
f8aa4bf4e6a3e4e84510af43bac5269e,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013029,2013029,2013029,2013029
8058c503d23e7179bdd97611dcc535a7,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013022,2013022,2013022,2013022
b34d56def9323973c1968f7064ac5cf7,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013022,2013022,2013022,2013022
e779534e18c0e7927303d68c0bce2464,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2012052,2012052,2012052,2012052
59de70f976ae88798dbed4a537b7f56c,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,2013061,2013061,2013061,2013061
d825cb52f414e61659424e4152628561,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,2013062,2013062,2013062,2013062
7abdcdd7e26bb73126bd86532a131dfd,MI 3W,MI 3W,MI 3W,GT-S7568I,MI 3W,MI 3W,MI 3W,MI 3W,2013062,2013062,2013062,2013062
65ff28d05d838d814fe0a3e8edf6e503,MI 2014021,MI 2014021,MI 2014021,MI 2014021,MI 2014021,Redmi Note(CU),Redmi Note(CU),Redmi Note(CU),2014021,2014021,2014021,2014021
92700c556b18b1c06f9ee815cbb286c8,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013028,2013028,2013028,2013028
815ad3a7f6cbf572c048d7a2ec065a51,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,2013012,2013012,2013012,2013012
013c098fadc64864a173001c2c3ae934,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,2013062,2013062,2013062,2013062
383d7e31289d6fc7d9921222214c77ef,MI 2,MI 2,MI 2,Coolpad 8675-FHD,Coolpad 8675-FHD,Coolpad 8675-FHD,Coolpad 8675-FHD,Coolpad 8675-FHD,Coolpad 8675-FHD,Coolpad 8675-FHD,Coolpad 8675-FHD,Coolpad 8675-FHD
50e2572ff2a46ba3924eacb216766002,Redmi Note,Redmi Note,Redmi Note,Redmi Note,Redmi Note,Redmi Note,Redmi Note,Redmi Note,2014018,2014018,2013029,2013121
2cc50a8cb454ab9331cf2715cd39eb69,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,2013062,2013062,2013062,2013062
c63ff30a13823fdc28c849f99c055962,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013022,2014216,2014216,2014216
6e3b95b9fde96537a6018840a256c304,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONEPLUS,MI-ONEPLUS
08db2e81deaf6e4024a13c992dc54edc,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013029,2013029,2013029,2013029
e69bbf5d843428caf31e5e2f6a7824a1,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,2013061,2013061,2013061,2013061
181432fa31ccfe9da509721b3c6c34bc,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,2013029,2013029,2013029,2013029
4dd86fd4cac5ea590fe0eac4bb80610d,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,2013023,2013023,2013023,2013023
2a1c23497fad61f8a41ac31af81f2ed7,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2012121,2012121,2012121,2012121
a9f76997de0e6609bb72e41da8d8bbb1,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,2013029,2013029,2013029,2013029
4304811049c43e65fde1a63a3431e402,MI 2,M1,M1,M1,M1,M1,M1,M1,M463U,M463U,M463U,M463U
2a5430cd4b704b6ee9d15bc2714c996e,H3,H3,H3,H3,H3,H3,H3,H3,2014021,2014021,2014021,2014021
80abf1841ecdb9165383b08f9fe5b54c,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013028,2013028,2013028,2013028
a2ed848ff4730740629241f98e4a4b52,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013022,2013022,2013022,2013022
50db0cdd71724c8732355493a12dc458,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,2013029,2013029,2015561,2015561
be502b23294ba6df71cf5ef53de38d59,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,2013023,2013023,2013023,2013023
bc61bb0a34aa9539f65a4b9dd72e744a,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013028,2013028,2013028,2013028
7fde1a28c569bf8baebe8908afb086fc,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013022,2013022,2013022,2013022
95b3062496cd3ad1b70ed445e2797392,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013029,2013029,2013029,2013029
314e5cb21ad6139b19101bd99fc0e185,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,2014021,2014021,2014021,2014021
735bdb44f97ea8d7cd72b45d3fc1d0f5,MI 2013122,MI 2013122,MI 2013122,MI 2013122,MI 2013122,MI 2013122,MI 2013122,MI 2013122,2014011,2014011,2013122,2013122
9200133a050f6287c16da951d8892033,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013022,2013061,2013061,2013061
48ea090e9623d001e2b60480f3c20221,MI 2014021,MI 2014021,MI 2014021,MI 2014021,MI 2014021,A1000,Redmi Note(CU),Redmi Note(CU),2014021,2014021,2014021,2014021
806ba79d5202a52d099b5c755223a559,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013029,2013029,2013029,2013029
2baecdf8ebed3618754c7affad2f8c6d,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,2014022,2014022,2014022,2014022
e288239e82e86f983646d39cd724acec,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013028,2013028,2013028,2013028
2ad38d7228c3a4822f67bfb6ef327da7,MI 3S,MI 3S,MI 3S,MI 3S,MI 3S,MI 3S,MI 3S,MI 3S,2014215,2014215,2012121,2014215
36f3c0eeaee8958db312832df66836b7,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013028,2013028,2013028,2013028
038908a928012ba2913595f39c511521,MI 2014021,MI 2014021,Redmi Note(CU),Redmi Note(CU),Redmi Note(CU),Redmi Note(CU),Redmi Note(CU),Redmi Note(CU),2014021,2014021,2014021,2014021
ea9c632dcabff4bd441ac03388e557fc,H3,H3,H3,H3,H3,H3,H3,H3,2014021,2014021,2014021,2014021
84ae831d829f2da0d6307114f9fc208b,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2014011,2014011,2014011,2014011
8654a90ccd2c7399a1e1ba352e260a3f,MI 2014022,MI 2014022,MI 2014022,MI 2014022,MI 2014022,MI 2014022,MI 2014022,MI 2014022,2014022,2014022,2014022,2014022
5cce90bb7e5fcb162af8795b0a6fb9a5,MI 4,MI 4,MI 4,MI 4,MI 4,MI 4,MI 4,MI 4,2014501,2014501,2014502,2014502
9cddd10bd8161d7301118bb858441fa3,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013029,2013029,2013029,2013029
046bfce5604c276b65f533dd4d94c70e,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,2014012,2014012,2013121,2013121
b9addb892e5c43109fd34eb9bc2cd80b,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,2013062,2013062,2013012,2013012
7a17f015122cc1b3b60631aeb4f811f3,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013061,2013061,2013061,2013061
514c39807643a58e9036e8fc8de50d2a,Redmi Note,Redmi Note,Redmi 3,Redmi 3,Redmi 3,Redmi 3,Redmi 3,Redmi 3,2014022,2014022,2014022,2014022
3979a8cdb6d69f1e6eb1371ccbfd3361,MI 2,MI 2,SM-A5000,SM-A5000,SM-A5000,SM-A5000,SM-A5000,SM-A5000,SM-A5000,SM-A5000,SM-A5000,SM-A5000
e4cdf07182749d31d23f0f4331f8a053,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,2013062,2013062,2013062,2013062
1f48e812e3450835600f28f751090986,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,2013012,2013012,2013012,2013012
6eefb7b00a3f707782faa0dda1e0c8d1,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013029,2013029,2013029,2013029
83ec829dae06f292124d4a821ca129eb,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONEPLUS,MI-ONEPLUS
b9a57f80867f28696caaef9fa09c49e7,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2014501,2014501,2014501,2014501
943e460da16df421e4f2f144f2fafca0,MI 2S,MI 2S/MI 3,MI 2S/MI 3,MI 2S/MI 3,MI 2S/MI 3,MI 2S/MI 3,MI 2S/MI 3,MI 2S/MI 3,2013062,2013062,2013012,2013062
67d20d6af17afa9e2c99d4935753583d,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,A3600-d,Lenovo A3600-d,Lenovo A3600-d,Lenovo A3600-d,Lenovo A3600-d
ea181348a54360268a2f916c55a2e028,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013022,2013022,2013022,2013022
5887aece46440d1ca73491155024c734,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,2013012,2013012,2013012,2013012
bccb7b1f847cae42f644743cda912d72,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013028,2013028,2013028,2013028
7890dc1406e9c25788e0ab92d35c4d5c,Redmi Note,Redmi Note,Redmi Note,Redmi Note,Redmi Note,Redmi Note,Redmi Note,Redmi Note,2014018,2014018,2013029,2013121
a1799cde5bbb90714104d395bd042260,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,2013012,2013012,2013012,2013012
6282dbf8faa88e2b2d24b1a9a5f300f8,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,K530c,Redmi 1S,Redmi 1S,Redmi 1S,2013029,2013029,2013029,1280
9b52423d36594c32db55452535458f66,MI 2A,MI 2A,MI 2A,MI 2A,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02
3f513a0ec25915952f209c3dcce24782,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,2013062,M575,M575,M575
dece64a8bd6ac3abc3eba0c6b34d8cdb,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,2014017,2014017,2013122,2013122
3d4fcc5afafddd897a8096f873b853c8,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONEPLUS,MI-ONEPLUS
bd52070cf480795b0233c690b5075e3d,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,LA2-S,LA2-S,LA2-S,LA2-S,LA2-S
cbc270c799f2425b8f0bd79d59c3d29c,MI 2014021,MI 2014021,MI 2014021,MI 2014021,MI 2014021,MI 2014021,MI 2014021,MI 2014021,2014021,2014021,2014021,2014021
3734bb060431d5d24b107115d3058059,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013029,2013029,2013029,2013029
7e9cc87b60154f95a10dc22fcf561985,HM 2T,HM 2T,HM 2T,HM 2T,HM 2T,HM 2T,HM 2T,HM 2T,2014017,2014017,2014017,2014017
7b9419d1082ab6fef9752d08eaa66ec1,MI 2S,MI 2S,A60+,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,2014216,A1431,2014216,2015052
c45a3ded245a39d77c23b9f6919af656,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,MI 2013029,2013029,2013029,2013029,2013029
caad8211eac24d356a56c0a59ee91480,MI 2,ZTE-U V880+,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013022,2013022,2013022,2013022
62caedc0fe06497c6ce023b03d6def3b,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,2014012,2014012,2013121,2013121
ef4734f5b6c2e04f04cdc1e6de712e74,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Coolpad 8076,Coolpad 8076,Coolpad 8076,Coolpad 8076,Coolpad 8076,Coolpad 8076,Coolpad 8076,GO M2S
3c5aa379ad1d5d8b278e078be81352db,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013022,2013022,2013022,2013022
ceea976d76ed9acd9041fe3f301d524e,MI-ONE S,MI-ONE S,MI-ONE S,MI-ONE S,MI-ONE S,MI-ONE S,MI-ONE S,MI-ONE S,2012051,2012051,2012051,OPPO R7sm
ab991b2b564c78e6799a2bc864eef4ff,Redmi 3,Redmi 3,Redmi 3,Redmi 3,Redmi 3,Redmi 3,Redmi 3,Redmi 3,2014022,2014022,2014022,2014022
02026e358d9a388b4cdd6ddd6aa52b42,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,2013012,2013012,2013012,2013012
4109387b34e5c37323ca935cb84efe7f,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 4,MI 3W,2013062,2013062,2013062,2013062
791f8e5f566a6e029c194d641e1fda17,MI 2,MI 2,MI 2,MI 2,H60-L02,MI 2,MI 2,MI 2,2013022,2013022,2013022,2013022
278358986897c4d21f56c8e984da4427,H3,H3,H3,H3,H3,H3,H3,H3,2014021,LT18i,LT18i,LT18i
5e48b68b21b8ca6d592e88b3d5b9c673,MI 4,LG-P503,LG-P503,iPhone 5,iPhone 5,iPhone 5,iPhone 5,iPhone 5,A1429,A1429,A1429,A1429
e4dc95c58f937a1853be557c794e8eb8,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,2014022,2014022,2014022,2014022
ae39bb6a8ae0cb32080cb2dd4b2eb1b4,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013022,2013022,2013022,2013022
5ba27d547750ddeb48c1ae1fcb68771c,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2014813,2014813,2014501,2014501
b922fea5c4477dd1778627ad34531d98,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2012121,2012121,2012121,2012121
2e3e5ce7b1cbf6b5a3f9dcdacd6f8864,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2012121,2012121,2012121,2012121
a6d0a53c1a6e1ac0f81f2c8ebc39a3c5,MI 2S/MI 3/Redmi,MI 2S/MI 3/Redmi,MI 2S/MI 3/Redmi,MI 2S/MI 3/Redmi,MI 2S/MI 3/Redmi,MI 2S/MI 3/Redmi,MI 2S/MI 3/Redmi,MI 2S/MI 3/Redmi,2013062,2013062,2013012,2013012
2414416082df294cae57f18d16eda763,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,2013012,2013012,2013012,2013012
f0add5e09f9a1568c650fd45c0dbf0f3,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,2013061,2013061,2013061,2013061
8be4ce9f32d0ea6c94277a4352bec3e0,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,2013023,2013023,2013023,2013023
37a58ae10e23980ebdf3355492f0f1f4,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,2013023,2013023,2013023,2013023
fb5bbda9183ddfbd68a7863793a89d52,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2012052,2012052,2012052,2012052
d6b278691e9915a8edc49f92111513dd,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013022,2013022,2013022,2013022
83b95deb3c19e3f1171ca5a966893d47,HM 2T,HM 2T,HM 2T,HM 2T,HM 2T,HM 2T,HM 2T,HM 2T,2014017,2014017,2014017,2014017
8018e48b18e664b26577920f77462295,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,2013062,2013062,2013062,2013062
eb9ac5f94c50ad0d74eabe1ed1ee83c5,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013022,2013022,2013022,2013022
5234705f50fcd5e97d17d117f58d4763,MI 2A,MI 2A,MI 4,MI 4,MI 4,MI 2A,MI 4,MI 4,2014719,2014719,2013012,2013012
fd894d0f1a1f4771089716bcc48309c1,MI 3T,MI 3T,MI 3T,XM50h(Xperia T2 Ultra),XM50h(Xperia T2 Ultra),XM50h(Xperia T2 Ultra),XM50h(Xperia T2 Ultra),XM50h(Xperia T2 Ultra),XM50h,XM50h,XM50h,XM50h
9822a4f53d57ec098bcef361e20206f7,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,2013023,2013023,2013023,2013023
c4093cad449255a0db1c166c5d5776d4,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013061,2013061,2013061,2013061
3be4e04a6627e18fb4e945ce9039c017,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,2013062,2013062,2013012,2013062
221c310c14c3341563ccfa26d10b3ec5,Redmi 2W,Redmi 2W,Redmi 2W,Redmi 2W,A330,Redmi 2W,Redmi 2W,Redmi 2W,2014018,2014018,2013028,2013028
bf12f2c4cbe08f3d9bf3006dca0a0808,MI 4,MI 4,MI 4,MI 4,MI 4,MI 4,MI 4,MI 4,2014501,2014501,2014501,2014501
11e2707ff14ab4189c611a1f1d4de5a5,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,A1586,A1586,A1586,A1586
bdcc3ea0b3981d6e4451ab4818b2a7ca,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,2013023,2013023,2013023,2013023
ed931f28f843abcdd32b14c7aac82b38,MI 2S/MI 3/Redmi,MI 2S/MI 3/Redmi,MI 2S/MI 3/Redmi,MI 2S/MI 3/Redmi,MT7-TL10(Ascend Mate7),iPhone 5,iPhone 5,iPhone 5,A1429,A1429,A1429,A1429
0df2672d241f7989de0f8ed75a7c72c8,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013029,2013029,2013029,2013029
b2652737d51a4ade2365e202510a6108,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,MI 2A,2013012,2013012,2013012,2013012
3f9983a4adbe36f4f406cb5916df3030,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013029,2013029,2013029,2013029
cffeb6fd7229c6f281c7e16fd4ca00f5,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013029,2013029,2013029,2013029
a354c09b89b77e1d449aa40aee463b4a,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus,MI-ONE Plus
81ea6262ec436857829b7d2570f34dc3,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,Redmi 1S,2013029,2013029,2013029,2013029
9054bd5bf12af9d8fdb7c21ea44d223d,MI 2,MI 2,MI 2,MI 2,MI 2,Ascend G730,Ascend G730,Ascend G730,PE-TL10,PE-TL10,PE-TL10,PE-UL00
6104a6c9ffddd487c2e64d37cd74232b,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,2013061,2013061,2013061,2013061
c2d0b6f152f2ea3082ce9fae19a1e2e5,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,MI 2013023,2013023,2013023,2013023,2013023
eea0f076ec91c24f0e88549abcc3abb7,MI-ONE,Coolpad 8198W,Coolpad 8198W,Coolpad 8198W,Coolpad 8198W,Coolpad 8198W,Coolpad 8198W,Coolpad 8198W,Coolpad 8198W,Coolpad 8198W,Coolpad 7295C,Coolpad 7295C
7c85068f4c80ff494a3b1e56d3b8586a,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,Redmi  3LTE,2014021,2014021,2014021,2014021
e3ff1599a17c50b013e9a5b5f2f78d31,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013022,2013022,2013022,2013022
1dedeb0ac17be399d24ea57d3754e545,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,2013012,2013012,2013012,2013012
24e46bb81f9eb7fe235944c41cc9fa06,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,6607,6607,OPPO 6607,OPPO 6607,OPPO 3007,OPPO 3007
9d668314be4771928b0b927fcf48c3d8,MI-ONE Plus,105/1050,105/1050,105/1050,105/1050,105/1050,GT-I9502,GT-I9502,GT-I9502,GT-I9502,GT-I9502,GT-I9502
a3888158e28901cae3ee67b67832b14d,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,2013012,2013012,LA2-S,LA2-S
d9ea0d8ea8cae1ecf10fa2675b9ff5e5,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2012052,2012052,2012052,2012052
6440217a2ef81815dd17a284419964ce,MI 2S,TS08,TS08,TS08,i35,i35,i35,i35,simdo i35,simdo i35,simdo i35,simdo i35
faf2c33450ef17d43532752a0cf6db30,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013021,A1528,A1528,A1528
a15b27de49bd721195c8b27102c3c3ad,MI 2,MI 2,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,Ascend Mate7,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10
a0465738be192c52180cf53d0e9a59f8,MI 2014021,MI 2014021,MI 2014021,MI 2014021,MI 2014021,MI 2014021,MI 2014021,MI 2014021,2014021,2014021,2014021,2014021
00fe0691aefbc0cd96743acd3cef8d61,Redmi 2S,Redmi 2S,Redmi 2S,Redmi 2S,Redmi 2S,Redmi 2S,Redmi 2S,Redmi 2S,2014501,2014501,2014501,2014501
00b644fe57ef6232c35f5a90d8dca71d,MI 2014021,MI 2014021,Coolpad 8297,Coolpad 8297,Coolpad 8297,Coolpad 8297,Coolpad 8297,Coolpad 8297,2014021,2014021,2014021,2014021
3efc18c1690011e682375e32a60f09d4,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2013061,2013061,2013061,2013061
d9154ae3406e110d4c69fd5856612b4b,MI-ONE S,MI-ONE S,MI-ONE S,MI-ONE S,NX508J/NX509J/NX510J/NX511/NX512J,NX508J/NX509J/NX510J/NX511/NX512J,NX508J/NX509J/NX510J/NX511/NX512J,NX508J/NX509J/NX510J/NX511/NX512J,NX511J,NX511J,NX511J,NX511J
5e4695e90d485b70ce902ece467e6a15,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,MI 3T,2013061,2013061,2013061,2013061
6c390001ca671537a0560d072ec1aabf,MI 2013023,GT-S7568,GT-S7568,GT-S7568,GT-S7568,GT-S7568,GT-S7568,GT-S7568,GT-S7568,GT-S7568,GT-S7568,GT-S7568
901e1fc160f3d883046b7c97336cbec1,MI 2013028,MI 2013028,MI 2013028,MI 2013028,MI 2013028,MI 2013028,MI 2013028,MI 2013028,2013028,2013028,2013028,2013028
b0965890faead32ee23c4b7865413f32,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,MI 3W,2013062,Che1-CL10,Che1-CL10,Che1-CL10
673faf2e0e54eb1d6312609320b3e667,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,MI 2,2012061,2012061,2012061,2012061
1da243d1fd7cfe6cbdb91a32090fbc71,MI 2S,MI 2S,MI 2S,MI 2S,MI 2S,iPhone 6 (A1586),iPhone 6 (A1586),iPhone 6 (A1586),A1586,A1586,A1586,A1586
